word,median,mean,count
et,0.860271777032494,0.8822648707609189,7
scottsdale,0.872166942310282,0.8647492366605214,4
dog,0.8973427808753415,0.8853518900516872,201
store,0.9081679930273708,0.9046644128201929,701
dogs,0.9197188954419007,0.9072298684138306,131
coupon,0.9202707007745647,0.8940827567059754,58
ribs,0.9209737132397466,0.977128685836889,40
flavors,0.923680017212678,1.1682910949956584,130
customer,0.9367747772918353,0.9200988431820681,753
soup,0.94366285583355,0.9397440829319381,353
salsa,0.944609612174311,0.9351735532609079,37
wine,0.9468340147738898,0.9383902322274854,292
customers,0.9499058917496166,0.918783341629941,446
mac,0.9500371472048886,0.9502114528805026,120
visiting,0.9523633971861193,0.965592821993145,138
breakfast,0.9531293486318966,0.9523756469163019,321
greeted,0.9590574476496713,1.0987142484070935,135
bathroom,0.9594082571578282,0.9709288070132309,136
girls,0.9594263542999926,0.930063156189061,104
stores,0.9601185193080579,0.9676963419438607,150
mall,0.9603255087374878,0.948331805033965,57
flavor,0.9607534510855346,0.9561194734122137,388
chinese,0.9619107837202177,0.95537207977688,145
beer,0.9626593764771557,1.0372513156532055,638
decor,0.9628161634991279,0.9670989646231476,220
girl,0.9631465889942612,1.0707738943569562,204
food,0.9631991561670367,0.9996695660341651,2811
visit,0.9632078892714742,0.9608496294920906,592
tacos,0.9635949365269114,0.9637931014898039,38
items,0.9644523303382796,1.1135080813138403,433
\ni,0.9646502103007313,0.9733844324219445,154
filling,0.9647872652631013,0.9754611453772184,109
brunch,0.9651139239658443,0.9691505800576766,142
coffee,0.965797770530645,0.9525536069751045,392
location,0.9662342468624673,0.9710599602122064,634
white,0.9667619426142573,0.9585642456794696,221
shopping,0.9673977641331795,0.969433387823845,158
salad,0.9674783849331605,0.9747714273224483,618
music,0.9680840381967789,1.1033753954785663,199
ingredients,0.9688168621673715,1.032808633491393,135
yummy,0.9701849026398266,0.9618274959241131,130
flavorful,0.9704255009331962,0.9722993044059435,118
corn,0.9708434145958931,0.9575230215141641,91
taste,0.9711556223079839,0.9666694182258082,464
reviews,0.9717520934334369,0.9730800058439576,387
questions,0.9722647370451858,0.9808292706119575,98
warm,0.9722715402469345,0.9689168627837927,221
tasted,0.9724125344355428,0.9890649379873296,355
lines,0.9726105970444046,0.958286120068489,62
unique,0.972720985015498,0.9654870789269736,148
turkey,0.972858490227976,0.9865201878229133,60
charge,0.9733506263679572,0.9970732026221301,310
decided,0.9736616500032775,0.9952091441829514,544
oh,0.9738492197239229,0.9712594864776946,491
paper,0.9739809565322928,0.9765728988436001,126
hostess,0.9741083073832479,1.1530109943356477,212
salads,0.97472867645117,0.9747540387843393,155
rice,0.9749810473702575,0.9750984426731821,193
bland,0.9750236093127183,0.9773163752575356,216
lol,0.9755134787525698,0.9937254916823385,40
drinks,0.9760778796044509,1.0268619235245822,651
sushi,0.9761319945873658,1.0298574590667253,149
eating,0.9765741886248122,0.9786775636808497,389
chili,0.9765890952140396,0.9905911609641868,108
yelp,0.9765957272234115,0.9865600492641211,227
atmosphere,0.9766635558921837,0.9727706613922676,439
drink,0.9768588597138459,1.0025917117882217,644
visited,0.9768923147079542,0.986234900414861,137
view,0.976893678693967,0.980108507860453,85
burger,0.9769212797865232,1.0063760853664838,305
salon,0.9771042155140088,1.0014775620684302,251
checking,0.9773480277626898,0.9808696705826646,113
moved,0.9775008483173105,1.0423948134108136,246
bread,0.9782070827828446,1.0808361757317642,508
often,0.9783602469028173,0.948205214671977,291
menu,0.9785551279056456,0.9912346076419134,976
using,0.9785896858460379,0.9834055820132598,121
bar,0.9785987243701795,1.0629968859669316,998
horrible,0.9786826470736437,0.9966657473589203,245
selection,0.9787275494226472,0.9928769120555385,579
dressing,0.9787736092800473,1.0509874232154723,199
guests,0.9793986542424383,0.9963386686170216,128
fried,0.9794861194369987,0.980906650220436,325
veggies,0.9795656556104293,1.001489211131208,122
young,0.9797429105932498,0.9838104680855397,200
